Front,Back,Tags
poner algo hacia el hablante (coloquial),"<div class=""answer"">herlegen</div><div class=""meta""><p><b>Significado:</b><br>poner algo hacia el hablante (coloquial)</p><div class=""example""><b>Ejemplo:</b><br>Wir haben ein paar ältere Ausgaben hergelegt, berichtet Präsident Krammer.</div><div class=""translation""><b>Traducción:</b><br>Hemos puesto algunas ediciones antiguas aquí, informa el presidente Krammer.</div><p><b>Perfekt:</b><br>Er hat die Bücher hierher gelegt.</p></div>",verb_prefix family::legen prefix::her separability::separable difficulty::b1 register::colloquial source::wiktionary_openai quality::ok cardtype::translation_es_to_de
"dejar, poner","<div class=""answer"">hinlegen</div><div class=""meta""><p><b>Significado:</b><br>dejar, poner</p><div class=""example""><b>Ejemplo:</b><br>Wo habe ich meine Autoschlüssel nur wieder hingelegt?</div><div class=""translation""><b>Traducción:</b><br>¿Dónde he dejado mis llaves del coche otra vez?</div><p><b>Perfekt:</b><br>Er hat die Bücher auf den Tisch hingelegt.</p></div>",verb_prefix family::legen prefix::hin separability::separable difficulty::a2 register::common source::wiktionary_openai quality::ok cardtype::translation_es_to_de
empezar con energía,"<div class=""answer"">loslegen</div><div class=""meta""><p><b>Significado:</b><br>empezar con energía</p><div class=""example""><b>Ejemplo:</b><br>Sie können direkt nach der Anmeldung am Bildschirm loslegen.</div><div class=""translation""><b>Traducción:</b><br>Pueden empezar directamente después de registrarse en la pantalla.</div><p><b>Perfekt:</b><br>Er hat schon losgelegt.</p></div>",verb_prefix family::legen prefix::los separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::translation_es_to_de
"añadir más material, especialmente madera o comida, para continuar el proceso o proporcionar más","<div class=""answer"">nachlegen</div><div class=""meta""><p><b>Significado:</b><br>añadir más material, especialmente madera o comida, para continuar el proceso o proporcionar más</p><div class=""example""><b>Ejemplo:</b><br>Zur Nacht sollten wir noch etwas Holz nachlegen, damit die Glut bis zum Morgen hält.</div><div class=""translation""><b>Traducción:</b><br>De noche deberíamos añadir más leña para que las brasas duren hasta la mañana.</div><p><b>Perfekt:</b><br>Wir haben noch Holz nachgelegt, damit das Feuer nicht ausgeht.</p></div>",verb_prefix family::legen prefix::nach separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::translation_es_to_de
perder (no recordar dónde se puso algo),"<div class=""answer"">verlegen</div><div class=""meta""><p><b>Significado:</b><br>perder (no recordar dónde se puso algo)</p><div class=""example""><b>Ejemplo:</b><br>Jetzt habe ich den Schlüssel schon wieder verlegt!</div><div class=""translation""><b>Traducción:</b><br>¡Ahora ya he perdido otra vez la llave!</div><p><b>Perfekt:</b><br>er hat den Schlüssel verlegt</p></div>",verb_prefix family::legen prefix::ver separability::inseparable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::translation_es_to_de
"mostrar, enseñar, presentar algo públicamente","<div class=""answer"">vorlegen</div><div class=""meta""><p><b>Significado:</b><br>mostrar, enseñar, presentar algo públicamente</p><div class=""example""><b>Ejemplo:</b><br>Wir müssen einen Putzlappen vorlegen, damit man sich die Füße abtreten kann.</div><div class=""translation""><b>Traducción:</b><br>Tenemos que mostrar un trapo para que uno pueda limpiarse los pies.</div><p><b>Perfekt:</b><br>Er hat die Dokumente vorgelegt.</p></div>",verb_prefix family::legen prefix::vor separability::separable difficulty::b1 register::rare source::wiktionary_openai quality::ok cardtype::translation_es_to_de
poner aparte,"<div class=""answer"">weglegen</div><div class=""meta""><p><b>Significado:</b><br>poner aparte</p><div class=""example""><b>Ejemplo:</b><br>Leg doch endlich mal das Buch weg; es stört hier!</div><div class=""translation""><b>Traducción:</b><br>¡Finalmente, aparta el libro; molesta aquí!</div><p><b>Perfekt:</b><br>Er hat das Buch weggelegt.</p></div>",verb_prefix family::legen prefix::weg separability::separable difficulty::a2 register::common source::wiktionary_openai quality::ok cardtype::translation_es_to_de
transitivo; desmontar o desarmar algo,"<div class=""answer"">zerlegen</div><div class=""meta""><p><b>Significado:</b><br>desmontar, desarmar</p><div class=""example""><b>Ejemplo:</b><br>Die neue Fräsmaschine wurde in ihre Einzelteile zerlegt.</div><div class=""translation""><b>Traducción:</b><br>La nueva fresadora fue desmontada en sus piezas individuales.</div><p><b>Construcción:</b><br>transitiv; jemanden oder etwas zerlegen</p><p><b>Perfekt:</b><br>Er hat die Maschine zerlegt.</p></div>",verb_prefix family::legen prefix::zer separability::inseparable difficulty::b2 register::common source::wiktionary_openai quality::ok cardtype::translation_es_to_de
Reunir algo que está en lugares separados en un solo lugar,"<div class=""answer"">zusammenlegen</div><div class=""meta""><p><b>Significado:</b><br>Reunir algo que está en lugares separados en un solo lugar.</p><div class=""example""><b>Ejemplo:</b><br>Die beiden Kommunen haben sich darauf geeinigt, ihre Planungsabteilungen zusammenzulegen.</div><div class=""translation""><b>Traducción:</b><br>Los dos municipios acordaron fusionar sus departamentos de planificación.</div><p><b>Perfekt:</b><br>Sie haben die Konten zusammengelegt.</p></div>",verb_prefix family::legen prefix::zusammen separability::separable difficulty::b2 register::formal source::wiktionary_openai quality::ok cardtype::translation_es_to_de
El sujeto + está + en contacto + con + objeto en dativo,"<div class=""answer"">anliegen</div><div class=""meta""><p><b>Significado:</b><br>estar en contacto inmediato con algo, por ejemplo, limitar con otra superficie topográfica</p><div class=""example""><b>Ejemplo:</b><br>Nun sind es aber nicht nur diese niedrigen Orte, die an der See anliegen, als Holland und Seeland; sondern auch der größte Teil von Flandern und Brabant, ob sie schon nicht so niedrig liegen, sondern vielmehr in einer solchen Höhe, daß ihnen keine Überschwemmung der See im Geringsten schaden kann.</div><div class=""translation""><b>Traducción:</b><br>Pero no son solo estos lugares bajos los que están junto al mar, como Holanda y Seeland; sino también la mayor parte de Flandes y Brabante, aunque no estén tan bajos, sino a tal altura que ninguna inundación del mar puede dañarlos en lo más mínimo.</div><p><b>Perfekt:</b><br>Die Insel hat direkt an der Küste angelegen.</p></div>",verb_prefix family::liegen prefix::an separability::separable difficulty::b2 register::formal source::wiktionary_openai quality::ok cardtype::translation_es_to_de
en + dativo,"<div class=""answer"">einliegen</div><div class=""meta""><p><b>Significado:</b><br>obsoleto: estar ubicado o desplegado en un lugar</p><div class=""example""><b>Ejemplo:</b><br>Das Heer lag in einem Vorort von Dubrovnik ein.</div><div class=""translation""><b>Traducción:</b><br>El ejército estaba desplegado en las afueras de Dubrovnik.</div><p><b>Construcción:</b><br>in + Dativ</p><p><b>Perfekt:</b><br>Das Heer hat in diesem Dorf eingelegen.</p></div>",verb_prefix family::liegen prefix::ein separability::separable difficulty::c2 register::archaic source::wiktionary_openai quality::ok cardtype::translation_es_to_de
alguien sucumbe a algo (Dat.),"<div class=""answer"">erliegen</div><div class=""meta""><p><b>Significado:</b><br>sucumbir, morir debido a algo</p><div class=""example""><b>Ejemplo:</b><br>Den sich selbst zugemuteten Anstrengungen ist er erlegen.</div><div class=""translation""><b>Traducción:</b><br>Él sucumbió a los esfuerzos que se había impuesto a sí mismo.</div><p><b>Construcción:</b><br>jemand erliegt etwas (Dat.)</p><p><b>Perfekt:</b><br>Er ist dem Druck erlegen.</p></div>",verb_prefix family::liegen prefix::er separability::inseparable difficulty::b2 register::formal source::wiktionary_openai quality::ok cardtype::translation_es_to_de
quitar algo de un lugar o desde un objeto,"<div class=""answer"">abnehmen</div><div class=""meta""><p><b>Significado:</b><br>quitar algo de un lugar o desde un objeto</p><div class=""example""><b>Ejemplo:</b><br>Die Birnen sind reif. Wir müssen sie noch heute abnehmen.</div><div class=""translation""><b>Traducción:</b><br>Las peras están maduras. Tenemos que quitarlas hoy mismo.</div><p><b>Perfekt:</b><br>Er hat die Birnen abgenommen.</p></div>",verb_prefix family::nehmen prefix::ab separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::translation_es_to_de
destripar (sacar las vísceras a un animal o pescado),"<div class=""answer"">ausnehmen</div><div class=""meta""><p><b>Significado:</b><br>destripar (sacar las vísceras a un animal o pescado)</p><div class=""example""><b>Ejemplo:</b><br>Um einen Fisch auszunehmen, schneidet man ihn kurz hinter dem Schwanzende beginnend bis zum Kopf vorsichtig auf.</div><div class=""translation""><b>Traducción:</b><br>Para destripar un pez, se le corta cuidadosamente desde justo detrás de la cola hasta la cabeza.</div><p><b>Perfekt:</b><br>Er hat den Fisch ausgenommen.</p></div>",verb_prefix family::nehmen prefix::aus separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::translation_es_to_de
"tomar, conquistar","<div class=""answer"">einnehmen</div><div class=""meta""><p><b>Significado:</b><br>tomar, conquistar</p><div class=""example""><b>Ejemplo:</b><br>Das 19. Kapitel des Romans Simplicissimus handelt davon, wie Hanau vom Held und wie der Held von Hanau eingenommen wird.</div><div class=""translation""><b>Traducción:</b><br>El capítulo 19 de la novela Simplicissimus trata de cómo Hanau es conquistada por el héroe y cómo el héroe es conquistado por Hanau.</div><p><b>Perfekt:</b><br>Die Soldaten haben die Festung eingenommen.</p></div>",verb_prefix family::nehmen prefix::ein separability::separable difficulty::b2 register::domain-specific source::wiktionary_openai quality::ok cardtype::translation_es_to_de
sacar algo de algo,"<div class=""answer"">entnehmen</div><div class=""meta""><p><b>Significado:</b><br>sacar algo de algo</p><div class=""example""><b>Ejemplo:</b><br>Wenn du welche brauchst, kannst du gerne Kugelschreiber aus dem Karton dort vorne entnehmen.</div><div class=""translation""><b>Traducción:</b><br>Si necesitas algunos, puedes sacar bolígrafos de la caja que está allí adelante.</div><p><b>Construcción:</b><br>entnehmen + Akkusativobjekt + Dativobjekt</p><p><b>Perfekt:</b><br>er hat entnommen</p></div>",verb_prefix family::nehmen prefix::ent separability::inseparable difficulty::b2 register::common source::wiktionary_openai quality::ok cardtype::translation_es_to_de
quitar o alejar algo o a alguien,"<div class=""answer"">fortnehmen</div><div class=""meta""><p><b>Significado:</b><br>quitar o alejar algo o a alguien</p><div class=""example""><b>Ejemplo:</b><br>Die Friseurin schneidet und fragt: ‚Soll ich noch etwas mehr fortnehmen?</div><div class=""translation""><b>Traducción:</b><br>La peluquera corta y pregunta: '¿Debo quitar aún un poco más?'
</div><p><b>Perfekt:</b><br>Die Friseurin hat etwas mehr fortgenommen.</p></div>",verb_prefix family::nehmen prefix::fort separability::separable difficulty::b2 register::common source::wiktionary_openai quality::ok cardtype::translation_es_to_de
conseguir o tomar algo de algún lugar,"<div class=""answer"">hernehmen</div><div class=""meta""><p><b>Significado:</b><br>conseguir o tomar algo de algún lugar</p><div class=""example""><b>Ejemplo:</b><br>Da sagten die Jünger zu ihm: Wo sollen wir in dieser Wüste so viel Brot hernehmen, um so viele Menschen satt zu machen?</div><div class=""translation""><b>Traducción:</b><br>Entonces los discípulos le dijeron: ¿De dónde vamos a tomar tanto pan en este desierto para alimentar a tanta gente?</div><p><b>Perfekt:</b><br>Er hat das Buch hergenommen.</p></div>",verb_prefix family::nehmen prefix::her separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::translation_es_to_de
Aceptar o aguantar algo negativo,"<div class=""answer"">hinnehmen</div><div class=""meta""><p><b>Significado:</b><br>Aceptar o aguantar algo negativo</p><div class=""example""><b>Ejemplo:</b><br>Wie kannst du sein Verhalten einfach so hinnehmen?</div><div class=""translation""><b>Traducción:</b><br>¿Cómo puedes simplemente aguantar su comportamiento?</div><p><b>Perfekt:</b><br>Sie hat die schlechten Nachrichten tapfer hingenommen.</p></div>",verb_prefix family::nehmen prefix::hin separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::translation_es_to_de
llevar algo o a alguien consigo a algún lugar,"<div class=""answer"">mitnehmen</div><div class=""meta""><p><b>Significado:</b><br>llevar algo o a alguien consigo a algún lugar</p><div class=""example""><b>Ejemplo:</b><br>Kannst du meinen Bruder zum Bahnhof mitnehmen?</div><div class=""translation""><b>Traducción:</b><br>¿Puedes llevar a mi hermano a la estación?</div><p><b>Perfekt:</b><br>Er hat seinen Rucksack mitgenommen.</p></div>",verb_prefix family::nehmen prefix::mit separability::separable difficulty::a2 register::common source::wiktionary_openai quality::ok cardtype::translation_es_to_de
verbo + objeto (sobre algo),"<div class=""answer"">vernehmen</div><div class=""meta""><p><b>Significado:</b><br>oír, percibir</p><div class=""example""><b>Ejemplo:</b><br>Ich lausche intensiv, aber ich kann absolut nichts vernehmen, es ist völlig still hier.</div><div class=""translation""><b>Traducción:</b><br>Escucho atentamente, pero no puedo percibir nada en absoluto, aquí está completamente silencioso.</div><p><b>Construcción:</b><br>verb + object (über etwas)</p><p><b>Perfekt:</b><br>Ich habe das Geräusch kaum vernommen.</p></div>",verb_prefix family::nehmen prefix::ver separability::inseparable difficulty::b2 register::formal source::wiktionary_openai quality::ok cardtype::translation_es_to_de
Verbo + objeto acusativo,"<div class=""answer"">vornehmen</div><div class=""meta""><p><b>Significado:</b><br>efectuar, realizar</p><div class=""example""><b>Ejemplo:</b><br>Der Arzt nimmt eine gründliche Untersuchung vor.</div><div class=""translation""><b>Traducción:</b><br>El médico efectúa un examen minucioso.</div><p><b>Perfekt:</b><br>Der Arzt hat eine gründliche Untersuchung vorgenommen.</p></div>",verb_prefix family::nehmen prefix::vor separability::separable difficulty::b2 register::common source::wiktionary_openai quality::ok cardtype::translation_es_to_de
quitar algo a alguien sin permiso,"<div class=""answer"">wegnehmen</div><div class=""meta""><p><b>Significado:</b><br>quitar algo a alguien sin permiso</p><div class=""example""><b>Ejemplo:</b><br>Es war ganz leicht, dem Kind seinen Lolli wegzunehmen.</div><div class=""translation""><b>Traducción:</b><br>Fue muy fácil quitarle el pirulí al niño.</div><p><b>Perfekt:</b><br>Er hat dem Kind den Lolli weggenommen.</p></div>",verb_prefix family::nehmen prefix::weg separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::translation_es_to_de
tomar algo de vuelta,"<div class=""answer"">zurücknehmen</div><div class=""meta""><p><b>Significado:</b><br>volver a aceptar algo que ya se tenía</p><div class=""example""><b>Ejemplo:</b><br>Würden Sie den Scanner auch wieder zurücknehmen?</div><div class=""translation""><b>Traducción:</b><br>¿También volvería a aceptar el escáner?</div><p><b>Construcción:</b><br>etwas zurücknehmen</p><p><b>Perfekt:</b><br>Sie hat den Artikel zurückgenommen.</p></div>",verb_prefix family::nehmen prefix::zurück separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::translation_es_to_de
separar o quitar algo con violencia,"<div class=""answer"">abschlagen</div><div class=""meta""><p><b>Significado:</b><br>separar o quitar algo con violencia</p><div class=""example""><b>Ejemplo:</b><br>Nachdem sie lange herumgezogen waren, kamen sie in eine Stadt, worin eine schöne, aber übermütige Königstochter war, die hatte bekanntmachen lassen, wer ihr ein Rätsel vorlegte, das sie nicht erraten könnte, der sollte ihr Gemahl werden: erriete sie es aber, so müßte er sich das Haupt abschlagen lassen.</div><div class=""translation""><b>Traducción:</b><br>Después de haber viajado mucho tiempo, llegaron a una ciudad donde había una princesa hermosa pero arrogante, quien había anunciado que quien le propusiera un enigma que ella no pudiera adivinar, se convertiría en su esposo; pero si ella lo adivinaba, él tendría que dejar que le cortaran la cabeza.</div><p><b>Perfekt:</b><br>Er hat den Ast abgeschlagen.</p></div>",verb_prefix family::schlagen prefix::ab separability::separable difficulty::b2 register::formal source::wiktionary_openai quality::ok cardtype::translation_es_to_de
"empezar a sonar o tocar (por ejemplo, instrumento)","<div class=""answer"">anschlagen</div><div class=""meta""><p><b>Significado:</b><br>empezar a sonar o tocar (por ejemplo, instrumento)</p><div class=""example""><b>Ejemplo:</b><br>Der Musiker schlägt die Saite an.</div><div class=""translation""><b>Traducción:</b><br>El músico toca la cuerda.</div><p><b>Perfekt:</b><br>Der Musiker hat die Saite angeschlagen.</p></div>",verb_prefix family::schlagen prefix::an separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::translation_es_to_de
partir o romper algo al golpearlo con fuerza,"<div class=""answer"">aufschlagen</div><div class=""meta""><p><b>Significado:</b><br>partir o romper algo al golpearlo con fuerza</p><div class=""example""><b>Ejemplo:</b><br>Der Lehrer schlug hart mit dem Kopf auf der Tischkante auf, nachdem er über den Mülleimer gestolpert war.</div><div class=""translation""><b>Traducción:</b><br>El profesor golpeó fuertemente su cabeza contra el borde de la mesa después de tropezar con el cubo de basura.</div><p><b>Construcción:</b><br>aufschlagen + auf + Akkusativobjekt</p><p><b>Perfekt:</b><br>Er ist mit dem Kopf gegen die Tischkante aufgeschlagen.</p></div>",verb_prefix family::schlagen prefix::auf separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::translation_es_to_de
"desalojar, desprender, sobresalir","<div class=""answer"">ausschlagen</div><div class=""meta""><p><b>Significado:</b><br>desalojar, desprender, sobresalir</p><div class=""example""><b>Ejemplo:</b><br>Stell dich nicht hinter den Hengst Hannibal, er schlägt sonst aus.</div><div class=""translation""><b>Traducción:</b><br>No te pongas detrás del semental Hannibal, porque si no, él desaloja (golpea hacia afuera).</div><p><b>Perfekt:</b><br>Er hat ausgeschlagen, um mich zu warnen.</p></div>",verb_prefix family::schlagen prefix::aus separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::translation_es_to_de
herrar,"<div class=""answer"">beschlagen</div><div class=""meta""><p><b>Significado:</b><br>herrar</p><div class=""example""><b>Ejemplo:</b><br>Er ließ sein Pferd vom Schmied beschlagen.</div><div class=""translation""><b>Traducción:</b><br>Hizo herrar su caballo por el herrero.</div><p><b>Perfekt:</b><br>Er hat sein Pferd beschlagen.</p></div>",verb_prefix family::schlagen prefix::be separability::inseparable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::translation_es_to_de
matar a alguien o algo con varios golpes fuertes,"<div class=""answer"">erschlagen</div><div class=""meta""><p><b>Significado:</b><br>matar a alguien o algo con varios golpes fuertes</p><div class=""example""><b>Ejemplo:</b><br>Er wurde mit einem stumpfen Gegenstand erschlagen.</div><div class=""translation""><b>Traducción:</b><br>Fue asesinado con un objeto romo.</div><p><b>Perfekt:</b><br>Er hat die Fliegen erschlagen.</p></div>",verb_prefix family::schlagen prefix::er separability::inseparable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::translation_es_to_de
aflojar o desprender con una herramienta de golpe,"<div class=""answer"">losschlagen</div><div class=""meta""><p><b>Significado:</b><br>aflojar o desprender con una herramienta de golpe</p><div class=""example""><b>Ejemplo:</b><br>Als erstes sollten wir die alten Fliesen im Bad losschlagen.</div><div class=""translation""><b>Traducción:</b><br>Primero deberíamos desprender las baldosas viejas del baño.</div><p><b>Perfekt:</b><br>Er hat die Fliesen abgeschlagen.</p></div>",verb_prefix family::schlagen prefix::los separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::translation_es_to_de
buscar o consultar información en un libro o fuente,"<div class=""answer"">nachschlagen</div><div class=""meta""><p><b>Significado:</b><br>buscar o consultar información en un libro o fuente</p><div class=""example""><b>Ejemplo:</b><br>Er wusste nichts darüber, aber er wollte es nachschlagen.</div><div class=""translation""><b>Traducción:</b><br>Él no sabía nada al respecto, pero quería consultarlo.</div><p><b>Perfekt:</b><br>Er hat das Wort nachgeschlagen.</p></div>",verb_prefix family::schlagen prefix::nach separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::translation_es_to_de
cerrar accidentalmente una página al leer y perderla,"<div class=""answer"">verschlagen</div><div class=""meta""><p><b>Significado:</b><br>cerrar accidentalmente una página al leer y perderla</p><div class=""example""><b>Ejemplo:</b><br>Au, jetzt habe ich die Seite verschlagen.</div><div class=""translation""><b>Traducción:</b><br>Ay, ahora he cerrado la página accidentalmente y la he perdido.</div><p><b>Perfekt:</b><br>er hat die Seite verschlagen</p></div>",verb_prefix family::schlagen prefix::ver separability::inseparable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::translation_es_to_de
quitar o dañar algo con golpes,"<div class=""answer"">wegschlagen</div><div class=""meta""><p><b>Significado:</b><br>quitar o dañar algo con golpes</p><div class=""example""><b>Ejemplo:</b><br>In dem Moment, als ihr der Arm weggeschlagen wurde, ließ sie sich zu Boden fallen und rollte sich zur Seite.</div><div class=""translation""><b>Traducción:</b><br>En el momento en que le quitaron el brazo golpeándolo, se dejó caer al suelo y rodó hacia un lado.</div><p><b>Perfekt:</b><br>Sie hat den Gegner weggeschlagen.</p></div>",verb_prefix family::schlagen prefix::weg separability::separable difficulty::b2 register::common source::wiktionary_openai quality::ok cardtype::translation_es_to_de
transitivo + objeto en acusativo,"<div class=""answer"">zerschlagen</div><div class=""meta""><p><b>Significado:</b><br>romper algo con golpes fuertes</p><div class=""example""><b>Ejemplo:</b><br>Wir könnten den Schrank zerschlagen und verbrennen.</div><div class=""translation""><b>Traducción:</b><br>Podríamos romper el armario a golpes y quemarlo.</div><p><b>Perfekt:</b><br>Sie hat die Vase zerschlagen.</p></div>",verb_prefix family::schlagen prefix::zer separability::inseparable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::translation_es_to_de
verbo con objeto acusativo,"<div class=""answer"">zurückschlagen</div><div class=""meta""><p><b>Significado:</b><br>defenderse atacando a quien ataca</p><div class=""example""><b>Ejemplo:</b><br>Er hat mir eine Ohrfeige gegeben, aber ich habe nicht zurückgeschlagen.</div><div class=""translation""><b>Traducción:</b><br>Él me dio una bofetada, pero yo no devolví el golpe.</div><p><b>Perfekt:</b><br>Ich habe zurückgeschlagen, als man mich angegriffen hat.</p></div>",verb_prefix family::schlagen prefix::zurück separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::translation_es_to_de
Verbo con objeto acusativo,"<div class=""answer"">zusammenschlagen</div><div class=""meta""><p><b>Significado:</b><br>golpear fuertemente uno contra otro</p><div class=""example""><b>Ejemplo:</b><br>Diese Steine wurden zusammengeschlagen, um Funken zu erzeugen.</div><div class=""translation""><b>Traducción:</b><br>Estas piedras fueron golpeadas juntas para producir chispas.</div><p><b>Perfekt:</b><br>Er hat die Gegner zusammengeschlagen.</p></div>",verb_prefix family::schlagen prefix::zusammen separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::translation_es_to_de
Cerrar de golpe una puerta u objeto similar,"<div class=""answer"">zuschlagen</div><div class=""meta""><p><b>Significado:</b><br>Cerrar de golpe una puerta u objeto similar.</p><div class=""example""><b>Ejemplo:</b><br>Vor lauter Wut hat er seine Zimmertür zugeschlagen.</div><div class=""translation""><b>Traducción:</b><br>De pura rabia, cerró de golpe la puerta de su habitación.</div><p><b>Perfekt:</b><br>Er hat die Tür zugeschlagen.</p></div>",verb_prefix family::schlagen prefix::zu separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::translation_es_to_de
"copiar, plagiar","<div class=""answer"">abschreiben</div><div class=""meta""><p><b>Significado:</b><br>copiar, plagiar</p><div class=""example""><b>Ejemplo:</b><br>In der Abschlussklausur haben viele abgeschrieben.</div><div class=""translation""><b>Traducción:</b><br>En el examen final, muchos copiaron.</div><p><b>Perfekt:</b><br>Sie hat bei der Prüfung abgeschrieben.</p></div>",verb_prefix family::schreiben prefix::ab separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::translation_es_to_de
"escribir algo en algo, especialmente de forma visible y duradera","<div class=""answer"">anschreiben</div><div class=""meta""><p><b>Significado:</b><br>escribir algo en algo, especialmente de forma visible y duradera</p><div class=""example""><b>Ejemplo:</b><br>Das täglich wechselnde Menü wird immer sorgfältig auf einer kleinen Tafel angeschrieben.</div><div class=""translation""><b>Traducción:</b><br>El menú que cambia diariamente siempre se escribe cuidadosamente en una pequeña pizarra.</div><p><b>Construcción:</b><br>anschreiben + Akkusativobjekt (auf etwas)</p><p><b>Perfekt:</b><br>Er hat die Namen auf die Liste angeschrieben.</p></div>",verb_prefix family::schreiben prefix::an separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::translation_es_to_de
"anotar, apuntar, escribir","<div class=""answer"">aufschreiben</div><div class=""meta""><p><b>Significado:</b><br>anotar, apuntar, escribir</p><div class=""example""><b>Ejemplo:</b><br>Ich muss mir die Telefonnummer aufschreiben, sonst vergesse ich sie.</div><div class=""translation""><b>Traducción:</b><br>Tengo que anotarme el número de teléfono, si no, lo olvido.</div><p><b>Perfekt:</b><br>Ich habe die Termine aufgeschrieben.</p></div>",verb_prefix family::schreiben prefix::auf separability::separable difficulty::a2 register::common source::wiktionary_openai quality::ok cardtype::translation_es_to_de
escribir algo con todas las letras,"<div class=""answer"">ausschreiben</div><div class=""meta""><p><b>Significado:</b><br>Escribir una palabra con todas sus letras, no abreviado.</p><div class=""example""><b>Ejemplo:</b><br>Schreiben Sie bitte ihren Namen aus.</div><div class=""translation""><b>Traducción:</b><br>Escriba por favor su nombre completo.</div><p><b>Construcción:</b><br>jn Akk mit allen Buchstaben ausschreiben</p><p><b>Perfekt:</b><br>Sie hat ihren Namen ausgeschrieben.</p></div>",verb_prefix family::schreiben prefix::aus separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::translation_es_to_de
bei + dativo + escribir,"<div class=""answer"">beischreiben</div><div class=""meta""><p><b>Significado:</b><br>anotar o añadir en un registro o documento</p><div class=""example""><b>Ejemplo:</b><br>Das AmtsG hat beschlossen, dass der Standesbeamte - entsprechend seiner Auffassung — auf dem Geburtseintrag des Kindes einen Randvermerk über die Anerkennung der Vaterschaft beizuschreiben hat.</div><div class=""translation""><b>Traducción:</b><br>La ley ha decidido que el oficial del registro debe anotar en el acta de nacimiento del niño una nota al margen sobre el reconocimiento de la paternidad, según su opinión.</div><p><b>Construcción:</b><br>bei + Dativ + schreiben</p><p><b>Perfekt:</b><br>der Standesbeamte hat beigeschrieben</p></div>",verb_prefix family::schreiben prefix::bei separability::separable difficulty::c1 register::domain-specific source::wiktionary_openai quality::ok cardtype::translation_es_to_de
inscribir o registrar algo oficialmente en algún lugar,"<div class=""answer"">einschreiben</div><div class=""meta""><p><b>Significado:</b><br>inscribir o registrar algo oficialmente en algún lugar</p><div class=""example""><b>Ejemplo:</b><br>Er schrieb gewissenhaft jedes Fundstück in eine Liste ein.</div><div class=""translation""><b>Traducción:</b><br>Él inscribió cuidadosamente cada objeto encontrado en una lista.</div><p><b>Construcción:</b><br>einschreiben + Akkusativobjekt + in + Akkusativobjekt</p><p><b>Perfekt:</b><br>Er hat jedes neue Mitglied in die Liste eingeschrieben.</p></div>",verb_prefix family::schreiben prefix::ein separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::translation_es_to_de
adquirir algo escribiendo textos,"<div class=""answer"">erschreiben</div><div class=""meta""><p><b>Significado:</b><br>adquirir o conseguir algo escribiendo</p><div class=""example""><b>Ejemplo:</b><br>Die Vorveröffentlichungen hatten ihren Anteil an dem Nimbus, den Seume sich mit diesem Buch zu verschaffen und erschreiben wusste.</div><div class=""translation""><b>Traducción:</b><br>Las prepublicaciones tuvieron su parte en el prestigio que Seume supo conseguir y obtener con este libro.</div><p><b>Construcción:</b><br>sich etwas erschreiben (durch Verfassen von Texten)</p><p><b>Perfekt:</b><br>Seume hat sich mit diesem Buch einen Nimbus erschrieben.</p></div>",verb_prefix family::schreiben prefix::er separability::inseparable difficulty::c2 register::rare source::wiktionary_openai quality::ok cardtype::translation_es_to_de
