Front,Back,Tags
beikommen,"<div class=""answer"">poder demostrar algo a alguien, responsabilizar a alguien</div><div class=""meta""><div class=""example""><b>Ejemplo:</b><br>Diesem windigen Geschäftsmann ist mit legalen Mitteln kaum beizukommen.</div><div class=""translation""><b>Traducción:</b><br>A este empresario turbio apenas se le puede hacer frente con medios legales.</div><p><b>Construcción:</b><br>beikommen + Dativ (Person), + Akkusativ (Sache)</p><p><b>Perfekt:</b><br>Diesem windigen Geschäftsmann ist mit legalen Mitteln kaum beigekommen.</p></div>",verb_prefix family::kommen prefix::bei separability::separable difficulty::c1 register::formal source::wiktionary_openai quality::ok cardtype::translation_de_to_es
bekommen,"<div class=""answer"">recibir algo</div><div class=""meta""><div class=""example""><b>Ejemplo:</b><br>Wir bekommen Post.</div><div class=""translation""><b>Traducción:</b><br>Recibimos correo.</div><p><b>Perfekt:</b><br>Sie hat ein Paket bekommen.</p></div>",verb_prefix family::kommen prefix::be separability::inseparable difficulty::a2 register::common source::wiktionary_openai quality::ok cardtype::translation_de_to_es
fortkommen,"<div class=""answer"">salir de un lugar, marcharse</div><div class=""meta""><div class=""example""><b>Ejemplo:</b><br>Ich sende dir dorthin Nachricht, wann ich hier fortkommen kann.</div><div class=""translation""><b>Traducción:</b><br>Te enviaré un mensaje allí, cuándo puedo salir de aquí.</div><p><b>Construcción:</b><br>fortkommen</p><p><b>Perfekt:</b><br>Ich bin gestern spät fortgekommen.</p></div>",verb_prefix family::kommen prefix::fort separability::separable difficulty::b1 register::colloquial source::wiktionary_openai quality::ok cardtype::translation_de_to_es
herkommen,"<div class=""answer"">venir hacia la persona que habla</div><div class=""meta""><div class=""example""><b>Ejemplo:</b><br>Komm sofort her!</div><div class=""translation""><b>Traducción:</b><br>¡Ven hacia aquí inmediatamente!</div><p><b>Construcción:</b><br>herkommen [intransitiv]</p><p><b>Perfekt:</b><br>Er ist hergekommen</p></div>",verb_prefix family::kommen prefix::her separability::separable difficulty::a1 register::common source::wiktionary_openai quality::ok cardtype::translation_de_to_es
"mitkommen<br>mit + kommen (jemandem folgen, zusammen zu einem Ort gehen)","<div class=""answer"">acompañar, irse con, ir con, venir con, venirse con</div><div class=""meta""><div class=""example""><b>Ejemplo:</b><br>Ich würde gerne mit euch mitkommen, bin aber leider krank.</div><div class=""translation""><b>Traducción:</b><br>Me gustaría ir con vosotros, pero desgraciadamente estoy enfermo.</div><p><b>Construcción:</b><br>mit + kommen (jemandem folgen, zusammen zu einem Ort gehen)</p><p><b>Perfekt:</b><br>Ich bin mitgekommen.</p></div>",verb_prefix family::kommen prefix::mit separability::separable difficulty::a2 register::common source::wiktionary_openai quality::ok cardtype::translation_de_to_es
nachkommen<br>intransitive verb with dative object,"<div class=""answer"">seguir a alguien o algo; ocurrir después como consecuencia</div><div class=""meta""><div class=""example""><b>Ejemplo:</b><br>Dann lässt sich von unseren jungen Leuten der eine seine Braut, der andere seine Eltern und Geschwister nachkommen.</div><div class=""translation""><b>Traducción:</b><br>Entonces, de nuestros jóvenes, uno hace que su novia le siga, el otro a sus padres y hermanos.</div><p><b>Construcción:</b><br>intransitive verb with dative object</p><p><b>Perfekt:</b><br>Sie ist gestern nachgekommen.</p></div>",verb_prefix family::kommen prefix::nach separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::translation_de_to_es
vorkommen<br>sich (reflexiv) nach vorn bewegen,"<div class=""answer"">avanzar</div><div class=""meta""><div class=""example""><b>Ejemplo:</b><br>Komm doch mal vor zu mir!</div><div class=""translation""><b>Traducción:</b><br>¡Avanza hacia mí!</div><p><b>Construcción:</b><br>sich (reflexiv) nach vorn bewegen</p><p><b>Perfekt:</b><br>Er ist vorgekommen.</p></div>",verb_prefix family::kommen prefix::vor separability::separable difficulty::a2 register::colloquial source::wiktionary_openai quality::ok cardtype::translation_de_to_es
wegkommen,"<div class=""answer"">irse, alejarse</div><div class=""meta""><div class=""example""><b>Ejemplo:</b><br>Kevin, komm da sofort weg! Das ist gefährlich!</div><div class=""translation""><b>Traducción:</b><br>¡Kevin, aléjate de ahí inmediatamente! ¡Es peligroso!</div><p><b>Construcción:</b><br>wegkommen (intransitiv)</p><p><b>Perfekt:</b><br>Kevin ist sofort weggekommen.</p></div>",verb_prefix family::kommen prefix::weg separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::translation_de_to_es
weiterkommen,"<div class=""answer"">avanzar o progresar hacia un destino durante un viaje</div><div class=""meta""><div class=""example""><b>Ejemplo:</b><br>Sieh zu, dass du weiterkommst, bald wird es dunkel und der Weg zur Herberge ist noch lang.</div><div class=""translation""><b>Traducción:</b><br>Asegúrate de avanzar, pronto se hará de noche y el camino al albergue aún es largo.</div><p><b>Construcción:</b><br>weiterkommen</p><p><b>Perfekt:</b><br>Sie ist gestern weitergekommen.</p></div>",verb_prefix family::kommen prefix::weiter separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::translation_de_to_es
zukommen<br>Verb + Dativobjekt,"<div class=""answer"">acercarse, aproximarse</div><div class=""meta""><div class=""example""><b>Ejemplo:</b><br>Ich sehe, wie der große Hund auf ihn zukommt.</div><div class=""translation""><b>Traducción:</b><br>Veo cómo el perro grande se le acerca.</div><p><b>Construcción:</b><br>Verb + Dativobjekt</p><p><b>Perfekt:</b><br>Der Brief ist gestern zu mir zugkommen.</p></div>",verb_prefix family::kommen prefix::zu separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::translation_de_to_es
ablaufen,"<div class=""answer"">algo comienza o fluye</div><div class=""meta""><div class=""example""><b>Ejemplo:</b><br>Du kommst zu spät; sie sind bereits vor einigen Minuten abgelaufen.</div><div class=""translation""><b>Traducción:</b><br>Llegas tarde; ya han comenzado hace varios minutos.</div><p><b>Construcción:</b><br>ablaufen (etwas)</p><p><b>Perfekt:</b><br>Die Frist ist bereits abgelaufen.</p></div>",verb_prefix family::laufen prefix::ab separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::translation_de_to_es
anlaufen,"<div class=""answer"">resistir, encontrarse con resistencia al correr</div><div class=""meta""><div class=""example""><b>Ejemplo:</b><br>Heinz lief gegen den Wind an.</div><div class=""translation""><b>Traducción:</b><br>Heinz corrió contra el viento.</div><p><b>Construcción:</b><br>anlaufen + Akkusativ (Hindernis, Widerstand)</p><p><b>Perfekt:</b><br>Heinz ist gegen den Wind angelaufen.</p></div>",verb_prefix family::laufen prefix::an separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::translation_de_to_es
auflaufen<br>auf etwas ___ (laufen),"<div class=""answer"">encallar, varar, abarrancar</div><div class=""meta""><div class=""example""><b>Ejemplo:</b><br>Das Schiff lief auf ein Riff auf.</div><div class=""translation""><b>Traducción:</b><br>El barco encalló en un arrecife.</div><p><b>Construcción:</b><br>auf etwas ___ (laufen)</p><p><b>Perfekt:</b><br>Das Schiff ist auf ein Riff aufgelaufen.</p></div>",verb_prefix family::laufen prefix::auf separability::separable difficulty::b2 register::domain-specific source::wiktionary_openai quality::ok cardtype::translation_de_to_es
auslaufen,"<div class=""answer"">filtrar</div><div class=""meta""><div class=""example""><b>Ejemplo:</b><br>Die Milchtüte ist im Kühlschrank ausgelaufen.</div><div class=""translation""><b>Traducción:</b><br>La bolsa de leche ha filtrado en la nevera.</div><p><b>Construcción:</b><br>auslaufen (von Flüssigkeiten)</p><p><b>Perfekt:</b><br>Die Milchtüte ist im Kühlschrank ausgelaufen.</p></div>",verb_prefix family::laufen prefix::aus separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::translation_de_to_es
entlaufen,"<div class=""answer"">escaparse o huir para evitar la custodia o vigilancia</div><div class=""meta""><div class=""example""><b>Ejemplo:</b><br>Viele haben sicher noch die Bilder aus dem georgischen Tiflis im Kopf, als dort im vergangenen Jahr nach einer Überschwemmung ein Tiger entlaufen war und einen Mann tötete.</div><div class=""translation""><b>Traducción:</b><br>Muchos seguramente aún recuerdan las imágenes de Tiflis en Georgia, cuando el año pasado, después de una inundación, un tigre se escapó y mató a un hombre.</div><p><b>Construcción:</b><br>entlaufen + Dativ (Person oder Tier, dem entlaufen wird)</p><p><b>Perfekt:</b><br>Der Tiger ist entlaufen.</p></div>",verb_prefix family::laufen prefix::ent separability::inseparable difficulty::b2 register::common source::wiktionary_openai quality::ok cardtype::translation_de_to_es
erlaufen,"<div class=""answer"">alcanzar mediante una carrera rápida, especialmente en deporte, p. ej. llegar al balón</div><div class=""meta""><div class=""example""><b>Ejemplo:</b><br>Ein Bremer Stürmer hätte den Ball fast erlaufen, die Zuschauer hielten den Atem an, ein zweites Gegentor hätte das Bremen-Trauma auf Ewigkeit gefestigt.</div><div class=""translation""><b>Traducción:</b><br>Un delantero de Bremen casi habría alcanzado el balón corriendo, los espectadores contenían la respiración, un segundo gol en contra habría anclado el trauma de Bremen para siempre.</div><p><b>Perfekt:</b><br>Er hat den Ball erlaufen.</p></div>",verb_prefix family::laufen prefix::er separability::inseparable difficulty::b2 register::common source::wiktionary_openai quality::ok cardtype::translation_de_to_es
fortlaufen<br>sich von Ort entfernen,"<div class=""answer"">alejarse corriendo de un lugar</div><div class=""meta""><div class=""example""><b>Ejemplo:</b><br>Von diesem Ort wollte sie nur noch fortlaufen.</div><div class=""translation""><b>Traducción:</b><br>Ella sólo quería alejarse corriendo de este lugar.</div><p><b>Construcción:</b><br>sich von Ort entfernen</p><p><b>Perfekt:</b><br>Sie ist fortgelaufen.</p></div>",verb_prefix family::laufen prefix::fort separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::translation_de_to_es
herlaufen<br>laufen + zu + Dativ,"<div class=""answer"">Ir rápidamente a pie hacia la persona que habla o hacia aquí.</div><div class=""meta""><div class=""example""><b>Ejemplo:</b><br>Da springt Frauli auf und läuft zu mir her.</div><div class=""translation""><b>Traducción:</b><br>Ahí salta Frauli y corre hacia mí.</div><p><b>Construcción:</b><br>laufen + zu + Dativ</p><p><b>Perfekt:</b><br>Frauli ist zu mir hergelaufen.</p></div>",verb_prefix family::laufen prefix::her separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::translation_de_to_es
hinlaufen,"<div class=""answer"">Ir rápidamente a pie a un lugar determinado.</div><div class=""meta""><div class=""example""><b>Ejemplo:</b><br>Es war schon sehr spät – schnell bin ich zum Auto hingelaufen und fuhr nach Hause.</div><div class=""translation""><b>Traducción:</b><br>Ya era muy tarde – rápido corrí hacia el coche y fui a casa.</div><p><b>Construcción:</b><br>hinlaufen (lokal)</p><p><b>Perfekt:</b><br>Ich bin zum Park hingelaufen.</p></div>",verb_prefix family::laufen prefix::hin separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::translation_de_to_es
loslaufen,"<div class=""answer"">empezar repentinamente a moverse, especialmente corriendo o caminando</div><div class=""meta""><div class=""example""><b>Ejemplo:</b><br>Gleich als man sich gestern auf Wiedersehen gesagt hat, muß er losgelaufen sein und das ganze Ghetto verrückt gemacht haben.</div><div class=""translation""><b>Traducción:</b><br>Tan pronto como se despidieron ayer, debe haber salido corriendo y vuelto loco a todo el gueto.</div><p><b>Construcción:</b><br>loslaufen</p><p><b>Perfekt:</b><br>Er ist gestern plötzlich losgelaufen.</p></div>",verb_prefix family::laufen prefix::los separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::translation_de_to_es
mitlaufen,"<div class=""answer"">Hacer algo al mismo tiempo y conjuntamente con alguien, especialmente al caminar rápido o correr.</div><div class=""meta""><div class=""example""><b>Ejemplo:</b><br>Der Hund ist den ganzen Weg bis zum Waldparkplatz mitgelaufen.</div><div class=""translation""><b>Traducción:</b><br>El perro corrió todo el camino hasta el aparcamiento del bosque.</div><p><b>Construcción:</b><br>mitlaufen + (mit jemandem)</p><p><b>Perfekt:</b><br>Der Hund ist mitgelaufen.</p></div>",verb_prefix family::laufen prefix::mit separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::translation_de_to_es
nachlaufen,"<div class=""answer"">correr detrás de alguien o algo que se aleja</div><div class=""meta""><div class=""example""><b>Ejemplo:</b><br>Der Hund läuft seinem Frauchen nach.</div><div class=""translation""><b>Traducción:</b><br>El perro corre detrás de su dueña.</div><p><b>Construcción:</b><br>jemandem/etwas nachlaufen</p><p><b>Perfekt:</b><br>Der Hund ist seinem Frauchen nachgelaufen.</p></div>",verb_prefix family::laufen prefix::nach separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::translation_de_to_es
verlaufen,"<div class=""answer"">perderse</div><div class=""meta""><div class=""example""><b>Ejemplo:</b><br>Hänsel und Gretel haben sich im Wald verlaufen.</div><div class=""translation""><b>Traducción:</b><br>Hansel y Gretel se han perdido en el bosque.</div><p><b>Construcción:</b><br>sich + verlaufen</p><p><b>Perfekt:</b><br>Sie hat sich verlaufen.</p></div>",verb_prefix family::laufen prefix::ver separability::inseparable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::translation_de_to_es
vorlaufen,"<div class=""answer"">Coloquial: Ir delante para llegar antes a un lugar.</div><div class=""meta""><div class=""example""><b>Ejemplo:</b><br>Vielleicht sollten wir beide schon mal vorlaufen, damit wir als Erste dort ankommen.</div><div class=""translation""><b>Traducción:</b><br>Quizás deberíamos los dos ir delante ya, para llegar allí primero.</div><p><b>Construcción:</b><br>vorlaufen + (ohne Objekt)</p><p><b>Perfekt:</b><br>Sie ist vorgelaufen, um einen Platz zu sichern.</p></div>",verb_prefix family::laufen prefix::vor separability::separable difficulty::b1 register::colloquial source::wiktionary_openai quality::ok cardtype::translation_de_to_es
weiterlaufen,"<div class=""answer"">seguir caminando o corriendo en la misma dirección</div><div class=""meta""><div class=""example""><b>Ejemplo:</b><br>Können wir jetzt weiterlaufen? Ich will noch vor dem Mittag ankommen.</div><div class=""translation""><b>Traducción:</b><br>¿Podemos seguir caminando ahora? Quiero llegar antes del mediodía.</div><p><b>Construcción:</b><br>weiterlaufen</p><p><b>Perfekt:</b><br>Er ist weitergelaufen.</p></div>",verb_prefix family::laufen prefix::weiter separability::separable difficulty::a2 register::common source::wiktionary_openai quality::ok cardtype::translation_de_to_es
zulaufen,"<div class=""answer"">acercarse corriendo a alguien o algo</div><div class=""meta""><div class=""example""><b>Ejemplo:</b><br>Die verstörten Anwohner liefen auf die Polizisten zu.</div><div class=""translation""><b>Traducción:</b><br>Los vecinos alterados corrieron hacia los policías.</div><p><b>Construcción:</b><br>zulaufen + Dativobjekt</p><p><b>Perfekt:</b><br>Sie sind auf den Bahnhof zugelaufen.</p></div>",verb_prefix family::laufen prefix::zu separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::translation_de_to_es
zurücklaufen,"<div class=""answer"">Volver al punto de partida a pie.</div><div class=""meta""><div class=""example""><b>Ejemplo:</b><br>Ich habe keine Lust, den ganzen Weg zurückzulaufen. Gibts hier keinen Bus?</div><div class=""translation""><b>Traducción:</b><br>No tengo ganas de caminar todo el camino de regreso. ¿No hay un autobús aquí?</div><p><b>Perfekt:</b><br>Er ist zurückgelaufen.</p></div>",verb_prefix family::laufen prefix::zurück separability::separable difficulty::a2 register::common source::wiktionary_openai quality::ok cardtype::translation_de_to_es
zusammenlaufen,"<div class=""answer"">Reunirse en un lugar como personas.</div><div class=""meta""><div class=""example""><b>Ejemplo:</b><br>Aufgeregt liefen die Menschen vor dem Rathaus zusammen.</div><div class=""translation""><b>Traducción:</b><br>Los personas se reunieron emocionados frente al ayuntamiento.</div><p><b>Construcción:</b><br>zusammenlaufen (etwas)</p><p><b>Perfekt:</b><br>Die Menschen sind vor dem Rathaus zusammengelaufen.</p></div>",verb_prefix family::laufen prefix::zusammen separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::translation_de_to_es
ablegen,"<div class=""answer"">quitar o depositar algo</div><div class=""meta""><div class=""example""><b>Ejemplo:</b><br>Ich werde den Telefonhörer jetzt ablegen.</div><div class=""translation""><b>Traducción:</b><br>Ahora voy a colgar el auricular del teléfono.</div><p><b>Perfekt:</b><br>Er hat den Telefonhörer jetzt abgelegt.</p></div>",verb_prefix family::legen prefix::ab separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::translation_de_to_es
anlegen,"<div class=""answer"">disponer, colocar</div><div class=""meta""><div class=""example""><b>Ejemplo:</b><br>Heute habe ich das Inhaltsverzeichnis angelegt.</div><div class=""translation""><b>Traducción:</b><br>Hoy he dispuesto el índice.</div><p><b>Perfekt:</b><br>Er hat das Konto angelegt.</p></div>",verb_prefix family::legen prefix::an separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::translation_de_to_es
auslegen,"<div class=""answer"">cubrir, enmoquetar, revestir, tender, poner</div><div class=""meta""><div class=""example""><b>Ejemplo:</b><br>Der Boden war mit Teppich ausgelegt.</div><div class=""translation""><b>Traducción:</b><br>El suelo estaba cubierto con alfombra.</div><p><b>Construcción:</b><br>auslegen + Akkusativ (Fläche)</p><p><b>Perfekt:</b><br>Er hat den Boden mit Teppich ausgelegt.</p></div>",verb_prefix family::legen prefix::aus separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::translation_de_to_es
beilegen,"<div class=""answer"">adjuntar algo a algo</div><div class=""meta""><div class=""example""><b>Ejemplo:</b><br>Dem Brief ist noch ein weiteres Schreiben beigelegt.</div><div class=""translation""><b>Traducción:</b><br>Al carta se ha adjuntado otra carta más.</div><p><b>Construcción:</b><br>beilegen + Akkusativ (Objekt)</p><p><b>Perfekt:</b><br>Der Brief hat ein Schreiben beigelegt.</p></div>",verb_prefix family::legen prefix::bei separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::translation_de_to_es
belegen,"<div class=""answer"">documentar, probar</div><div class=""meta""><div class=""example""><b>Ejemplo:</b><br>Er hat seine Behauptung nicht belegt.</div><div class=""translation""><b>Traducción:</b><br>Él no ha documentado su afirmación.</div><p><b>Perfekt:</b><br>Er hat die Aussage belegt.</p></div>",verb_prefix family::legen prefix::be separability::inseparable difficulty::b2 register::common source::wiktionary_openai quality::ok cardtype::translation_de_to_es
erlegen,"<div class=""answer"">matar un animal durante la caza</div><div class=""meta""><div class=""example""><b>Ejemplo:</b><br>Der Hirsch wurde mit dem ersten Schuss erlegt.</div><div class=""translation""><b>Traducción:</b><br>El ciervo fue abatido con el primer disparo.</div><p><b>Perfekt:</b><br>hat erlegt</p></div>",verb_prefix family::legen prefix::er separability::inseparable difficulty::b2 register::formal source::wiktionary_openai quality::ok cardtype::translation_de_to_es
festlegen,"<div class=""answer"">comprometer, determinar, definir, establecer, fijar</div><div class=""meta""><div class=""example""><b>Ejemplo:</b><br>Das generelle Vorgehen kann nur durch ein weiteres Meinungsbild festgelegt werden.</div><div class=""translation""><b>Traducción:</b><br>El procedimiento general solo puede ser establecido mediante otra consulta de opinión.</div><p><b>Perfekt:</b><br>er hat festgelegt</p></div>",verb_prefix family::legen prefix::fest separability::separable difficulty::b2 register::common source::wiktionary_openai quality::ok cardtype::translation_de_to_es
fortlegen,"<div class=""answer"">Quitar algo del lugar donde está y ponerlo en otro sitio.</div><div class=""meta""><div class=""example""><b>Ejemplo:</b><br>Leg doch endlich mal das Buch fort; es stört hier!</div><div class=""translation""><b>Traducción:</b><br>¡Por fin aparta el libro, molesta aquí!</div><p><b>Perfekt:</b><br>Er hat das Buch fortgelegt.</p></div>",verb_prefix family::legen prefix::fort separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::translation_de_to_es
herlegen,"<div class=""answer"">poner algo hacia el hablante (coloquial)</div><div class=""meta""><div class=""example""><b>Ejemplo:</b><br>Wir haben ein paar ältere Ausgaben hergelegt, berichtet Präsident Krammer.</div><div class=""translation""><b>Traducción:</b><br>Hemos puesto algunas ediciones antiguas aquí, informa el presidente Krammer.</div><p><b>Perfekt:</b><br>Er hat die Bücher hierher gelegt.</p></div>",verb_prefix family::legen prefix::her separability::separable difficulty::b1 register::colloquial source::wiktionary_openai quality::ok cardtype::translation_de_to_es
hinlegen,"<div class=""answer"">dejar, poner</div><div class=""meta""><div class=""example""><b>Ejemplo:</b><br>Wo habe ich meine Autoschlüssel nur wieder hingelegt?</div><div class=""translation""><b>Traducción:</b><br>¿Dónde he dejado mis llaves del coche otra vez?</div><p><b>Perfekt:</b><br>Er hat die Bücher auf den Tisch hingelegt.</p></div>",verb_prefix family::legen prefix::hin separability::separable difficulty::a2 register::common source::wiktionary_openai quality::ok cardtype::translation_de_to_es
loslegen,"<div class=""answer"">empezar con energía</div><div class=""meta""><div class=""example""><b>Ejemplo:</b><br>Sie können direkt nach der Anmeldung am Bildschirm loslegen.</div><div class=""translation""><b>Traducción:</b><br>Pueden empezar directamente después de registrarse en la pantalla.</div><p><b>Perfekt:</b><br>Er hat schon losgelegt.</p></div>",verb_prefix family::legen prefix::los separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::translation_de_to_es
nachlegen,"<div class=""answer"">añadir más material, especialmente madera o comida, para continuar el proceso o proporcionar más</div><div class=""meta""><div class=""example""><b>Ejemplo:</b><br>Zur Nacht sollten wir noch etwas Holz nachlegen, damit die Glut bis zum Morgen hält.</div><div class=""translation""><b>Traducción:</b><br>De noche deberíamos añadir más leña para que las brasas duren hasta la mañana.</div><p><b>Perfekt:</b><br>Wir haben noch Holz nachgelegt, damit das Feuer nicht ausgeht.</p></div>",verb_prefix family::legen prefix::nach separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::translation_de_to_es
verlegen,"<div class=""answer"">perder (no recordar dónde se puso algo)</div><div class=""meta""><div class=""example""><b>Ejemplo:</b><br>Jetzt habe ich den Schlüssel schon wieder verlegt!</div><div class=""translation""><b>Traducción:</b><br>¡Ahora ya he perdido otra vez la llave!</div><p><b>Perfekt:</b><br>er hat den Schlüssel verlegt</p></div>",verb_prefix family::legen prefix::ver separability::inseparable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::translation_de_to_es
vorlegen,"<div class=""answer"">mostrar, enseñar, presentar algo públicamente</div><div class=""meta""><div class=""example""><b>Ejemplo:</b><br>Wir müssen einen Putzlappen vorlegen, damit man sich die Füße abtreten kann.</div><div class=""translation""><b>Traducción:</b><br>Tenemos que mostrar un trapo para que uno pueda limpiarse los pies.</div><p><b>Perfekt:</b><br>Er hat die Dokumente vorgelegt.</p></div>",verb_prefix family::legen prefix::vor separability::separable difficulty::b1 register::rare source::wiktionary_openai quality::ok cardtype::translation_de_to_es
weglegen,"<div class=""answer"">poner aparte</div><div class=""meta""><div class=""example""><b>Ejemplo:</b><br>Leg doch endlich mal das Buch weg; es stört hier!</div><div class=""translation""><b>Traducción:</b><br>¡Finalmente, aparta el libro; molesta aquí!</div><p><b>Perfekt:</b><br>Er hat das Buch weggelegt.</p></div>",verb_prefix family::legen prefix::weg separability::separable difficulty::a2 register::common source::wiktionary_openai quality::ok cardtype::translation_de_to_es
zerlegen,"<div class=""answer"">desmontar, desarmar</div><div class=""meta""><div class=""example""><b>Ejemplo:</b><br>Die neue Fräsmaschine wurde in ihre Einzelteile zerlegt.</div><div class=""translation""><b>Traducción:</b><br>La nueva fresadora fue desmontada en sus piezas individuales.</div><p><b>Construcción:</b><br>transitiv; jemanden oder etwas zerlegen</p><p><b>Perfekt:</b><br>Er hat die Maschine zerlegt.</p></div>",verb_prefix family::legen prefix::zer separability::inseparable difficulty::b2 register::common source::wiktionary_openai quality::ok cardtype::translation_de_to_es
zusammenlegen,"<div class=""answer"">Reunir algo que está en lugares separados en un solo lugar.</div><div class=""meta""><div class=""example""><b>Ejemplo:</b><br>Die beiden Kommunen haben sich darauf geeinigt, ihre Planungsabteilungen zusammenzulegen.</div><div class=""translation""><b>Traducción:</b><br>Los dos municipios acordaron fusionar sus departamentos de planificación.</div><p><b>Perfekt:</b><br>Sie haben die Konten zusammengelegt.</p></div>",verb_prefix family::legen prefix::zusammen separability::separable difficulty::b2 register::formal source::wiktionary_openai quality::ok cardtype::translation_de_to_es
anliegen,"<div class=""answer"">estar en contacto inmediato con algo, por ejemplo, limitar con otra superficie topográfica</div><div class=""meta""><div class=""example""><b>Ejemplo:</b><br>Nun sind es aber nicht nur diese niedrigen Orte, die an der See anliegen, als Holland und Seeland; sondern auch der größte Teil von Flandern und Brabant, ob sie schon nicht so niedrig liegen, sondern vielmehr in einer solchen Höhe, daß ihnen keine Überschwemmung der See im Geringsten schaden kann.</div><div class=""translation""><b>Traducción:</b><br>Pero no son solo estos lugares bajos los que están junto al mar, como Holanda y Seeland; sino también la mayor parte de Flandes y Brabante, aunque no estén tan bajos, sino a tal altura que ninguna inundación del mar puede dañarlos en lo más mínimo.</div><p><b>Perfekt:</b><br>Die Insel hat direkt an der Küste angelegen.</p></div>",verb_prefix family::liegen prefix::an separability::separable difficulty::b2 register::formal source::wiktionary_openai quality::ok cardtype::translation_de_to_es
einliegen<br>in + Dativ,"<div class=""answer"">obsoleto: estar ubicado o desplegado en un lugar</div><div class=""meta""><div class=""example""><b>Ejemplo:</b><br>Das Heer lag in einem Vorort von Dubrovnik ein.</div><div class=""translation""><b>Traducción:</b><br>El ejército estaba desplegado en las afueras de Dubrovnik.</div><p><b>Construcción:</b><br>in + Dativ</p><p><b>Perfekt:</b><br>Das Heer hat in diesem Dorf eingelegen.</p></div>",verb_prefix family::liegen prefix::ein separability::separable difficulty::c2 register::archaic source::wiktionary_openai quality::ok cardtype::translation_de_to_es
erliegen<br>jemand erliegt etwas (Dat.),"<div class=""answer"">sucumbir, morir debido a algo</div><div class=""meta""><div class=""example""><b>Ejemplo:</b><br>Den sich selbst zugemuteten Anstrengungen ist er erlegen.</div><div class=""translation""><b>Traducción:</b><br>Él sucumbió a los esfuerzos que se había impuesto a sí mismo.</div><p><b>Construcción:</b><br>jemand erliegt etwas (Dat.)</p><p><b>Perfekt:</b><br>Er ist dem Druck erlegen.</p></div>",verb_prefix family::liegen prefix::er separability::inseparable difficulty::b2 register::formal source::wiktionary_openai quality::ok cardtype::translation_de_to_es
abnehmen,"<div class=""answer"">quitar algo de un lugar o desde un objeto</div><div class=""meta""><div class=""example""><b>Ejemplo:</b><br>Die Birnen sind reif. Wir müssen sie noch heute abnehmen.</div><div class=""translation""><b>Traducción:</b><br>Las peras están maduras. Tenemos que quitarlas hoy mismo.</div><p><b>Perfekt:</b><br>Er hat die Birnen abgenommen.</p></div>",verb_prefix family::nehmen prefix::ab separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::translation_de_to_es
ausnehmen,"<div class=""answer"">destripar (sacar las vísceras a un animal o pescado)</div><div class=""meta""><div class=""example""><b>Ejemplo:</b><br>Um einen Fisch auszunehmen, schneidet man ihn kurz hinter dem Schwanzende beginnend bis zum Kopf vorsichtig auf.</div><div class=""translation""><b>Traducción:</b><br>Para destripar un pez, se le corta cuidadosamente desde justo detrás de la cola hasta la cabeza.</div><p><b>Perfekt:</b><br>Er hat den Fisch ausgenommen.</p></div>",verb_prefix family::nehmen prefix::aus separability::separable difficulty::b1 register::common source::wiktionary_openai quality::ok cardtype::translation_de_to_es
einnehmen,"<div class=""answer"">tomar, conquistar</div><div class=""meta""><div class=""example""><b>Ejemplo:</b><br>Das 19. Kapitel des Romans Simplicissimus handelt davon, wie Hanau vom Held und wie der Held von Hanau eingenommen wird.</div><div class=""translation""><b>Traducción:</b><br>El capítulo 19 de la novela Simplicissimus trata de cómo Hanau es conquistada por el héroe y cómo el héroe es conquistado por Hanau.</div><p><b>Perfekt:</b><br>Die Soldaten haben die Festung eingenommen.</p></div>",verb_prefix family::nehmen prefix::ein separability::separable difficulty::b2 register::domain-specific source::wiktionary_openai quality::ok cardtype::translation_de_to_es
